event_id,date,rep_id,start_time,planned_duration_min,actual_duration_min,account_id,segment_at_call,brand_id,brand_priority,outcome,scenario_id
18006,2024-04-19,0,09:00,60,60,568,A,0,0.5000,completed,greedy_upper
18007,2024-04-19,0,10:15,45,45,277,B,1,0.5000,completed,greedy_upper
18008,2024-04-19,0,11:15,45,45,380,B,0,0.5000,completed,greedy_upper
18009,2024-04-19,0,12:15,45,45,388,B,0,0.5000,completed,greedy_upper
18010,2024-04-19,0,13:15,45,45,394,B,0,0.5000,completed,greedy_upper
18011,2024-04-19,0,14:15,30,30,403,B,1,0.5000,completed,greedy_upper
18012,2024-04-19,2,09:00,45,45,1858,A,0,0.5000,completed,greedy_upper
18013,2024-04-19,2,10:00,60,60,1991,A,0,0.5000,completed,greedy_upper
18014,2024-04-19,2,11:15,75,75,568,A,0,0.5000,completed,greedy_upper
18015,2024-04-19,2,12:45,30,30,1200,A,0,0.5000,completed,greedy_upper
18016,2024-04-19,3,09:00,60,60,568,A,4,0.5000,completed,greedy_upper
18017,2024-04-19,3,10:15,30,30,1031,B,4,0.5000,completed,greedy_upper
18018,2024-04-19,3,11:00,30,30,1038,B,5,0.5000,completed,greedy_upper
18019,2024-04-19,3,11:45,45,45,1046,B,5,0.5000,completed,greedy_upper
18020,2024-04-19,3,12:45,30,30,1070,B,5,0.5000,completed,greedy_upper
18021,2024-04-19,4,09:00,75,75,705,A,4,0.5000,completed,greedy_upper
18022,2024-04-19,4,10:30,45,45,640,A,4,0.5000,completed,greedy_upper
18023,2024-04-19,4,11:30,75,75,777,A,4,0.5000,completed,greedy_upper
18024,2024-04-19,4,13:00,45,45,792,A,5,0.5000,completed,greedy_upper
18025,2024-04-19,4,14:00,45,45,810,A,5,0.5000,completed,greedy_upper
18026,2024-04-19,5,09:00,45,45,70,A,2,0.5000,completed,greedy_upper
18027,2024-04-19,5,10:00,30,30,1409,B,2,0.5000,completed,greedy_upper
18028,2024-04-19,5,10:45,45,45,1740,B,3,0.5000,completed,greedy_upper
18029,2024-04-19,5,11:45,45,45,1785,B,3,0.5000,completed,greedy_upper
18030,2024-04-19,5,12:45,45,45,1786,B,2,0.5000,completed,greedy_upper
18031,2024-04-19,5,13:45,45,45,1793,B,2,0.5000,completed,greedy_upper
18032,2024-04-19,6,09:00,75,75,1090,B,4,0.5000,completed,greedy_upper
18033,2024-04-19,6,10:30,45,45,1209,B,4,0.5000,completed,greedy_upper
18034,2024-04-19,6,11:30,45,45,1358,B,5,0.5000,completed,greedy_upper
18035,2024-04-19,6,12:30,45,45,1490,B,4,0.5000,completed,greedy_upper
18036,2024-04-19,7,09:00,60,60,70,A,4,0.5000,completed,greedy_upper
18037,2024-04-19,7,10:15,75,75,623,A,5,0.5000,completed,greedy_upper
18038,2024-04-19,7,11:45,60,60,557,A,4,0.5000,completed,greedy_upper
18039,2024-04-19,7,13:00,60,60,180,A,4,0.5000,completed,greedy_upper
18040,2024-04-19,8,09:00,30,30,1858,A,2,0.5000,completed,greedy_upper
18041,2024-04-19,8,09:45,75,75,164,A,3,0.5000,completed,greedy_upper
18042,2024-04-19,8,11:15,45,45,1270,A,3,0.5000,completed,greedy_upper
18043,2024-04-19,8,12:15,45,45,1447,A,2,0.5000,completed,greedy_upper
18044,2024-04-19,10,09:00,60,60,1371,A,4,0.5000,completed,greedy_upper
18045,2024-04-19,10,10:15,75,75,172,B,4,0.5000,completed,greedy_upper
18046,2024-04-19,10,11:45,45,45,235,B,5,0.5000,completed,greedy_upper
18047,2024-04-19,11,09:00,45,45,1392,A,0,0.5000,completed,greedy_upper
18048,2024-04-19,11,10:00,60,60,1200,A,0,0.5000,completed,greedy_upper
18049,2024-04-19,11,11:15,75,75,1720,A,0,0.5000,completed,greedy_upper
18050,2024-04-19,11,12:45,30,30,438,A,1,0.5000,completed,greedy_upper
18051,2024-04-19,11,13:30,45,45,731,A,0,0.5000,completed,greedy_upper
18052,2024-04-19,12,09:00,30,30,1560,B,1,0.5000,completed,greedy_upper
18053,2024-04-19,12,09:45,45,45,1710,B,1,0.5000,completed,greedy_upper
18054,2024-04-19,12,10:45,75,75,1717,B,0,0.5000,completed,greedy_upper
18055,2024-04-19,12,12:15,75,75,1730,B,0,0.5000,completed,greedy_upper
18056,2024-04-19,12,13:45,75,75,1742,B,1,0.5000,completed,greedy_upper
18057,2024-04-19,14,09:00,45,45,934,B,3,0.5000,completed,greedy_upper
18058,2024-04-19,14,10:00,30,30,1143,B,2,0.5000,completed,greedy_upper
18059,2024-04-19,14,10:45,30,30,1156,B,3,0.5000,completed,greedy_upper
18060,2024-04-19,14,11:30,30,30,1168,B,3,0.5000,completed,greedy_upper
18061,2024-04-19,14,12:15,45,45,1193,B,3,0.5000,completed,greedy_upper
18062,2024-04-19,15,09:00,75,75,568,A,0,0.5000,completed,greedy_upper
18063,2024-04-19,15,10:30,60,60,1352,A,0,0.5000,completed,greedy_upper
18064,2024-04-19,15,11:45,60,60,1159,B,0,0.5000,completed,greedy_upper
18065,2024-04-19,15,13:00,30,30,1190,B,1,0.5000,completed,greedy_upper
18066,2024-04-19,16,09:00,75,75,1209,B,0,0.5000,completed,greedy_upper
18067,2024-04-19,16,10:30,45,45,1380,B,1,0.5000,completed,greedy_upper
18068,2024-04-19,16,11:30,45,45,1642,B,0,0.5000,completed,greedy_upper
18069,2024-04-19,17,09:00,75,75,1447,A,2,0.5000,completed,greedy_upper
18070,2024-04-19,17,10:30,75,75,1910,A,3,0.5000,completed,greedy_upper
18071,2024-04-19,17,12:00,30,30,0,B,3,0.5000,completed,greedy_upper
18072,2024-04-19,18,09:00,45,45,1620,B,2,0.5000,completed,greedy_upper
18073,2024-04-19,18,10:00,30,30,1742,B,3,0.5000,completed,greedy_upper
18074,2024-04-19,18,10:45,45,45,1761,B,2,0.5000,completed,greedy_upper
18075,2024-04-19,18,11:45,60,60,1779,B,3,0.5000,completed,greedy_upper
18076,2024-04-19,18,13:00,30,30,1794,B,3,0.5000,completed,greedy_upper
18077,2024-04-19,18,13:45,45,45,1797,B,2,0.5000,completed,greedy_upper
18078,2024-04-19,19,09:00,75,75,610,A,0,0.5000,completed,greedy_upper
18079,2024-04-19,19,10:30,60,60,970,A,0,0.5000,completed,greedy_upper
18080,2024-04-19,19,11:45,60,60,1139,A,0,0.5000,completed,greedy_upper
18081,2024-04-19,19,13:00,60,60,1225,A,0,0.5000,completed,greedy_upper
18082,2024-04-19,19,14:15,60,60,1411,A,1,0.5000,completed,greedy_upper
18083,2024-04-22,0,09:00,30,30,179,B,0,0.5000,completed,greedy_upper
18084,2024-04-22,0,09:45,30,30,406,B,0,0.5000,completed,greedy_upper
18085,2024-04-22,0,10:30,30,30,430,B,1,0.5000,completed,greedy_upper
18086,2024-04-22,0,11:15,45,45,441,B,0,0.5000,completed,greedy_upper
18087,2024-04-22,0,12:15,45,45,471,B,1,0.5000,completed,greedy_upper
18088,2024-04-22,0,13:15,45,45,479,B,1,0.5000,completed,greedy_upper
18089,2024-04-22,0,14:15,45,45,495,B,0,0.5000,completed,greedy_upper
18090,2024-04-22,0,15:15,45,45,500,B,1,0.5000,completed,greedy_upper
18091,2024-04-22,2,09:00,45,45,558,A,1,0.5000,completed,greedy_upper
18092,2024-04-22,2,10:00,30,30,1352,A,0,0.5000,completed,greedy_upper
18093,2024-04-22,2,10:45,30,30,1910,A,1,0.5000,completed,greedy_upper
18094,2024-04-22,2,11:30,45,45,1312,A,0,0.5000,completed,greedy_upper
18095,2024-04-22,2,12:30,30,30,14,B,1,0.5000,completed,greedy_upper
18096,2024-04-22,2,13:15,45,45,26,B,1,0.5000,completed,greedy_upper
18097,2024-04-22,3,09:00,30,30,568,A,4,0.5000,completed,greedy_upper
18098,2024-04-22,3,09:45,30,30,882,B,5,0.5000,completed,greedy_upper
18099,2024-04-22,3,10:30,45,45,985,B,5,0.5000,completed,greedy_upper
18100,2024-04-22,3,11:30,30,30,1063,B,4,0.5000,completed,greedy_upper
18101,2024-04-22,3,12:15,30,30,1098,B,4,0.5000,completed,greedy_upper
18102,2024-04-22,3,13:00,45,45,1124,B,4,0.5000,completed,greedy_upper
18103,2024-04-22,3,14:00,30,30,1152,B,4,0.5000,completed,greedy_upper
18104,2024-04-22,4,09:00,60,60,322,A,5,0.5000,completed,greedy_upper
18105,2024-04-22,4,10:15,45,45,370,A,5,0.5000,completed,greedy_upper
18106,2024-04-22,4,11:15,45,45,1092,A,5,0.5000,completed,greedy_upper
18107,2024-04-22,4,12:15,60,60,1310,A,5,0.5000,completed,greedy_upper
18108,2024-04-22,5,09:00,45,45,1263,B,2,0.5000,completed,greedy_upper
18109,2024-04-22,5,10:00,60,60,1806,B,2,0.5000,completed,greedy_upper
18110,2024-04-22,5,11:15,30,30,1815,B,2,0.5000,completed,greedy_upper
18111,2024-04-22,5,12:00,30,30,1848,B,2,0.5000,completed,greedy_upper
18112,2024-04-22,5,12:45,30,30,1878,B,2,0.5000,completed,greedy_upper
18113,2024-04-22,5,13:30,45,45,1656,B,3,0.5000,completed,greedy_upper
18114,2024-04-22,7,09:00,60,60,710,A,4,0.5000,completed,greedy_upper
18115,2024-04-22,7,10:15,75,75,490,A,4,0.5000,completed,greedy_upper
18116,2024-04-22,7,11:45,60,60,299,A,4,0.5000,completed,greedy_upper
18117,2024-04-22,7,13:00,75,75,786,A,4,0.5000,completed,greedy_upper
18118,2024-04-22,7,14:30,60,60,1232,A,4,0.5000,completed,greedy_upper
18119,2024-04-22,8,09:00,60,60,1856,A,2,0.5000,completed,greedy_upper
18120,2024-04-22,8,10:15,75,75,1910,A,3,0.5000,completed,greedy_upper
18121,2024-04-22,8,11:45,30,30,1411,A,3,0.5000,completed,greedy_upper
18122,2024-04-22,8,12:30,75,75,158,A,2,0.5000,completed,greedy_upper
18123,2024-04-22,10,09:00,75,75,1136,A,4,0.5000,completed,greedy_upper
18124,2024-04-22,10,10:30,45,45,273,B,4,0.5000,completed,greedy_upper
18125,2024-04-22,10,11:30,45,45,350,B,4,0.5000,completed,greedy_upper
18126,2024-04-22,10,12:30,30,30,474,B,4,0.5000,completed,greedy_upper
18127,2024-04-22,11,09:00,60,60,558,A,1,0.5000,completed,greedy_upper
18128,2024-04-22,11,10:15,75,75,1200,A,0,0.5000,completed,greedy_upper
18129,2024-04-22,11,11:45,75,75,1720,A,0,0.5000,completed,greedy_upper
18130,2024-04-22,11,13:15,45,45,438,A,1,0.5000,completed,greedy_upper
18131,2024-04-22,11,14:15,60,60,731,A,0,0.5000,completed,greedy_upper
18132,2024-04-22,11,15:30,30,30,934,B,1,0.5000,completed,greedy_upper
18133,2024-04-22,12,09:00,60,60,1777,B,0,0.5000,completed,greedy_upper
18134,2024-04-22,12,10:15,45,45,1779,B,1,0.5000,completed,greedy_upper
18135,2024-04-22,12,11:15,75,75,1806,B,0,0.5000,completed,greedy_upper
18136,2024-04-22,12,12:45,45,45,1815,B,0,0.5000,completed,greedy_upper
18137,2024-04-22,12,13:45,45,45,1834,B,0,0.5000,completed,greedy_upper
18138,2024-04-22,13,09:00,30,30,1063,B,4,0.5000,completed,greedy_upper
18139,2024-04-22,13,09:45,45,45,1187,B,5,0.5000,completed,greedy_upper
18140,2024-04-22,13,10:45,30,30,1437,B,5,0.5000,completed,greedy_upper
18141,2024-04-22,13,11:30,30,30,1476,B,4,0.5000,completed,greedy_upper
18142,2024-04-22,13,12:15,45,45,1479,B,4,0.5000,completed,greedy_upper
18143,2024-04-22,13,13:15,30,30,1538,B,4,0.5000,completed,greedy_upper
18144,2024-04-22,13,14:00,30,30,1544,B,4,0.5000,completed,greedy_upper
18145,2024-04-22,14,09:00,60,60,818,B,2,0.5000,completed,greedy_upper
18146,2024-04-22,14,10:15,45,45,888,B,3,0.5000,completed,greedy_upper
18147,2024-04-22,14,11:15,30,30,993,B,3,0.5000,completed,greedy_upper
18148,2024-04-22,14,12:00,30,30,1151,B,2,0.5000,completed,greedy_upper
18149,2024-04-22,14,12:45,30,30,1155,B,3,0.5000,completed,greedy_upper
18150,2024-04-22,14,13:30,30,30,1290,B,3,0.5000,completed,greedy_upper
18151,2024-04-22,15,09:00,60,60,568,A,0,0.5000,completed,greedy_upper
18152,2024-04-22,15,10:15,45,45,882,B,1,0.5000,completed,greedy_upper
18153,2024-04-22,15,11:15,30,30,1065,B,0,0.5000,completed,greedy_upper
18154,2024-04-22,15,12:00,60,60,1218,B,1,0.5000,completed,greedy_upper
18155,2024-04-22,15,13:15,60,60,1229,B,0,0.5000,completed,greedy_upper
18156,2024-04-22,15,14:30,60,60,1234,B,1,0.5000,completed,greedy_upper
18157,2024-04-22,16,09:00,30,30,1654,B,1,0.5000,completed,greedy_upper
18158,2024-04-22,16,09:45,60,60,1680,B,1,0.5000,completed,greedy_upper
18159,2024-04-22,16,11:00,30,30,1717,B,0,0.5000,completed,greedy_upper
18160,2024-04-22,16,11:45,60,60,1779,B,1,0.5000,completed,greedy_upper
18161,2024-04-22,17,09:00,45,45,1022,A,2,0.5000,completed,greedy_upper
18162,2024-04-22,17,10:00,45,45,10,B,2,0.5000,completed,greedy_upper
18163,2024-04-22,17,11:00,45,45,96,B,3,0.5000,completed,greedy_upper
18164,2024-04-22,17,12:00,75,75,116,B,3,0.5000,completed,greedy_upper
18165,2024-04-22,17,13:30,45,45,89,B,2,0.5000,completed,greedy_upper
18166,2024-04-22,18,09:00,45,45,1806,B,2,0.5000,completed,greedy_upper
18167,2024-04-22,18,10:00,30,30,1807,B,3,0.5000,completed,greedy_upper
18168,2024-04-22,18,10:45,60,60,1815,B,2,0.5000,completed,greedy_upper
18169,2024-04-22,18,12:00,30,30,1824,B,2,0.5000,completed,greedy_upper
18170,2024-04-22,18,12:45,45,45,1869,B,3,0.5000,completed,greedy_upper
18171,2024-04-22,18,13:45,60,60,1872,B,3,0.5000,completed,greedy_upper
18172,2024-04-22,18,15:00,45,45,1874,B,2,0.5000,completed,greedy_upper
18173,2024-04-22,19,09:00,60,60,1447,A,0,0.5000,completed,greedy_upper
18174,2024-04-22,19,10:15,60,60,1892,A,1,0.5000,completed,greedy_upper
18175,2024-04-22,19,11:30,75,75,610,A,0,0.5000,completed,greedy_upper
18176,2024-04-22,19,13:00,60,60,970,A,0,0.5000,completed,greedy_upper
18177,2024-04-22,19,14:15,60,60,1139,A,0,0.5000,completed,greedy_upper
18178,2024-04-22,19,15:30,30,30,1225,A,0,0.5000,completed,greedy_upper
18179,2024-04-23,0,09:00,45,45,504,B,0,0.5000,completed,greedy_upper
18180,2024-04-23,0,10:00,30,30,597,B,0,0.5000,completed,greedy_upper
18181,2024-04-23,0,10:45,30,30,607,B,1,0.5000,completed,greedy_upper
18182,2024-04-23,0,11:30,30,30,644,B,1,0.5000,completed,greedy_upper
18183,2024-04-23,0,12:15,60,60,657,B,0,0.5000,completed,greedy_upper
18184,2024-04-23,0,13:30,30,30,680,B,1,0.5000,completed,greedy_upper
18185,2024-04-23,0,14:15,30,30,692,B,1,0.5000,completed,greedy_upper
18186,2024-04-23,2,09:00,45,45,34,B,1,0.5000,completed,greedy_upper
18187,2024-04-23,2,10:00,30,30,61,B,0,0.5000,completed,greedy_upper
18188,2024-04-23,2,10:45,45,45,68,B,1,0.5000,completed,greedy_upper
18189,2024-04-23,2,11:45,30,30,73,B,1,0.5000,completed,greedy_upper
18190,2024-04-23,2,12:30,30,30,76,B,1,0.5000,completed,greedy_upper
18191,2024-04-23,2,13:15,45,45,89,B,0,0.5000,completed,greedy_upper
18192,2024-04-23,3,09:00,45,45,1218,B,5,0.5000,completed,greedy_upper
18193,2024-04-23,3,10:00,45,45,1220,B,4,0.5000,completed,greedy_upper
18194,2024-04-23,3,11:00,30,30,1222,B,4,0.5000,completed,greedy_upper
18195,2024-04-23,3,11:45,30,30,1229,B,4,0.5000,completed,greedy_upper
18196,2024-04-23,3,12:30,60,60,1234,B,5,0.5000,completed,greedy_upper
18197,2024-04-23,3,13:45,45,45,1269,B,4,0.5000,completed,greedy_upper
18198,2024-04-23,3,14:45,45,45,1279,B,4,0.5000,completed,greedy_upper
18199,2024-04-23,4,09:00,60,60,1030,A,5,0.5000,completed,greedy_upper
18200,2024-04-23,4,10:15,60,60,1501,A,5,0.5000,completed,greedy_upper
18201,2024-04-23,4,11:30,45,45,1570,A,4,0.5000,completed,greedy_upper
18202,2024-04-23,4,12:30,60,60,1432,A,4,0.5000,completed,greedy_upper
18203,2024-04-23,4,13:45,60,60,1567,A,4,0.5000,completed,greedy_upper
18204,2024-04-23,4,15:00,75,75,1580,A,4,0.5000,completed,greedy_upper
18205,2024-04-23,4,16:30,60,60,1647,A,4,0.5000,completed,greedy_upper
18206,2024-04-23,5,09:00,60,60,1808,B,3,0.5000,completed,greedy_upper
18207,2024-04-23,5,10:15,60,60,1939,B,3,0.5000,completed,greedy_upper
18208,2024-04-23,5,11:30,45,45,1954,B,2,0.5000,completed,greedy_upper
18209,2024-04-23,5,12:30,30,30,1966,B,3,0.5000,completed,greedy_upper
18210,2024-04-23,5,13:15,60,60,1440,B,2,0.5000,completed,greedy_upper
18211,2024-04-23,7,09:00,60,60,543,A,4,0.5000,completed,greedy_upper
18212,2024-04-23,7,10:15,60,60,1453,A,4,0.5000,completed,greedy_upper
18213,2024-04-23,7,11:30,60,60,1501,A,5,0.5000,completed,greedy_upper
18214,2024-04-23,7,12:45,75,75,1625,A,4,0.5000,completed,greedy_upper
18215,2024-04-23,8,09:00,60,60,248,A,2,0.5000,completed,greedy_upper
18216,2024-04-23,8,10:15,75,75,138,A,2,0.5000,completed,greedy_upper
18217,2024-04-23,8,11:45,60,60,1028,A,3,0.5000,completed,greedy_upper
18218,2024-04-23,8,13:00,60,60,1119,A,3,0.5000,completed,greedy_upper
18219,2024-04-23,8,14:15,60,60,1426,A,2,0.5000,completed,greedy_upper
18220,2024-04-23,8,15:30,60,60,1444,A,3,0.5000,completed,greedy_upper
18221,2024-04-23,11,09:00,45,45,558,A,1,0.5000,completed,greedy_upper
18222,2024-04-23,11,10:00,60,60,1200,A,0,0.5000,completed,greedy_upper
18223,2024-04-23,11,11:15,60,60,1720,A,0,0.5000,completed,greedy_upper
18224,2024-04-23,11,12:30,60,60,731,A,0,0.5000,completed,greedy_upper
18225,2024-04-23,11,13:45,30,30,974,B,0,0.5000,completed,greedy_upper
18226,2024-04-23,11,14:30,45,45,993,B,1,0.5000,completed,greedy_upper
18227,2024-04-23,11,15:30,30,30,1048,B,1,0.5000,completed,greedy_upper
18228,2024-04-23,11,16:15,45,45,1051,B,0,0.5000,completed,greedy_upper
18229,2024-04-23,12,09:00,45,45,1839,B,1,0.5000,completed,greedy_upper
18230,2024-04-23,12,10:00,45,45,1872,B,1,0.5000,completed,greedy_upper
18231,2024-04-23,12,11:00,75,75,1878,B,0,0.5000,completed,greedy_upper
18232,2024-04-23,12,12:30,60,60,1955,B,1,0.5000,completed,greedy_upper
18233,2024-04-23,14,09:00,30,30,1211,B,3,0.5000,completed,greedy_upper
18234,2024-04-23,14,09:45,30,30,1330,B,3,0.5000,completed,greedy_upper
18235,2024-04-23,14,10:30,45,45,1334,B,2,0.5000,completed,greedy_upper
18236,2024-04-23,14,11:30,60,60,1349,B,3,0.5000,completed,greedy_upper
18237,2024-04-23,14,12:45,30,30,1355,B,2,0.5000,completed,greedy_upper
18238,2024-04-23,14,13:30,60,60,1356,B,3,0.5000,completed,greedy_upper
18239,2024-04-23,15,09:00,30,30,1333,B,1,0.5000,completed,greedy_upper
18240,2024-04-23,15,09:45,75,75,1341,B,1,0.5000,completed,greedy_upper
18241,2024-04-23,15,11:15,45,45,1357,B,0,0.5000,completed,greedy_upper
18242,2024-04-23,15,12:15,45,45,1358,B,1,0.5000,completed,greedy_upper
18243,2024-04-23,15,13:15,30,30,1479,B,0,0.5000,completed,greedy_upper
18244,2024-04-23,15,14:00,45,45,1615,B,1,0.5000,completed,greedy_upper
18245,2024-04-23,15,15:00,60,60,1643,B,1,0.5000,completed,greedy_upper
18246,2024-04-23,16,09:00,30,30,1742,B,1,0.5000,completed,greedy_upper
18247,2024-04-23,16,09:45,45,45,1848,B,0,0.5000,completed,greedy_upper
18248,2024-04-23,16,10:45,45,45,1869,B,1,0.5000,completed,greedy_upper
18249,2024-04-23,16,11:45,60,60,1934,B,1,0.5000,completed,greedy_upper
18250,2024-04-23,16,13:00,30,30,1969,B,1,0.5000,completed,greedy_upper
18251,2024-04-23,16,13:45,60,60,1317,B,1,0.5000,completed,greedy_upper
18252,2024-04-23,18,09:00,30,30,1843,B,3,0.5000,completed,greedy_upper
18253,2024-04-23,18,09:45,30,30,1878,B,2,0.5000,completed,greedy_upper
18254,2024-04-23,18,10:30,30,30,1885,B,3,0.5000,completed,greedy_upper
18255,2024-04-23,18,11:15,30,30,1916,B,2,0.5000,completed,greedy_upper
18256,2024-04-23,18,12:00,60,60,1928,B,3,0.5000,completed,greedy_upper
18257,2024-04-23,18,13:15,60,60,1934,B,3,0.5000,completed,greedy_upper
18258,2024-04-23,18,14:30,45,45,1935,B,2,0.5000,completed,greedy_upper
18259,2024-04-23,18,15:30,30,30,1954,B,2,0.5000,completed,greedy_upper
18260,2024-04-23,19,09:00,60,60,526,A,0,0.5000,completed,greedy_upper
18261,2024-04-23,19,10:15,60,60,1411,A,1,0.5000,completed,greedy_upper
18262,2024-04-23,19,11:30,60,60,1447,A,0,0.5000,completed,greedy_upper
18263,2024-04-23,19,12:45,30,30,1892,A,1,0.5000,completed,greedy_upper
18264,2024-04-23,19,13:30,60,60,610,A,0,0.5000,completed,greedy_upper
18265,2024-04-23,19,14:45,75,75,970,A,0,0.5000,completed,greedy_upper
18266,2024-04-23,19,16:15,75,75,1139,A,0,0.5000,completed,greedy_upper
18267,2024-04-24,0,09:00,30,30,408,B,1,0.5000,completed,greedy_upper
18268,2024-04-24,0,09:45,45,45,533,B,0,0.5000,completed,greedy_upper
18269,2024-04-24,0,10:45,60,60,540,B,0,0.5000,completed,greedy_upper
18270,2024-04-24,0,12:00,30,30,666,B,0,0.5000,completed,greedy_upper
18271,2024-04-24,0,12:45,60,60,719,B,1,0.5000,completed,greedy_upper
18272,2024-04-24,0,14:00,60,60,724,B,1,0.5000,completed,greedy_upper
18273,2024-04-24,0,15:15,60,60,757,B,1,0.5000,completed,greedy_upper
18274,2024-04-24,0,16:30,30,30,806,B,0,0.5000,completed,greedy_upper
18275,2024-04-24,2,09:00,45,45,1287,A,1,0.5000,completed,greedy_upper
18276,2024-04-24,2,10:00,45,45,13,B,1,0.5000,completed,greedy_upper
18277,2024-04-24,2,11:00,30,30,111,B,0,0.5000,completed,greedy_upper
18278,2024-04-24,2,11:45,60,60,119,B,1,0.5000,completed,greedy_upper
18279,2024-04-24,2,13:00,45,45,139,B,0,0.5000,completed,greedy_upper
18280,2024-04-24,2,14:00,45,45,140,B,0,0.5000,completed,greedy_upper
18281,2024-04-24,2,15:00,45,45,161,B,0,0.5000,completed,greedy_upper
18282,2024-04-24,2,16:00,45,45,165,B,0,0.5000,completed,greedy_upper
18283,2024-04-24,2,17:00,30,30,178,B,1,0.5000,completed,greedy_upper
18284,2024-04-24,3,09:00,30,30,1135,B,5,0.5000,completed,greedy_upper
18285,2024-04-24,3,09:45,45,45,1164,B,5,0.5000,completed,greedy_upper
18286,2024-04-24,3,10:45,45,45,1299,B,4,0.5000,completed,greedy_upper
18287,2024-04-24,3,11:45,30,30,1303,B,4,0.5000,completed,greedy_upper
18288,2024-04-24,3,12:30,30,30,1333,B,5,0.5000,completed,greedy_upper
18289,2024-04-24,3,13:15,60,60,1357,B,4,0.5000,completed,greedy_upper
18290,2024-04-24,3,14:30,45,45,1362,B,4,0.5000,completed,greedy_upper
18291,2024-04-24,3,15:30,30,30,1419,B,5,0.5000,completed,greedy_upper
18292,2024-04-24,4,09:00,30,30,1597,A,4,0.5000,completed,greedy_upper
18293,2024-04-24,4,09:45,60,60,1632,A,4,0.5000,completed,greedy_upper
18294,2024-04-24,4,11:00,60,60,1667,A,5,0.5000,completed,greedy_upper
18295,2024-04-24,4,12:15,60,60,1675,A,5,0.5000,completed,greedy_upper
18296,2024-04-24,4,13:30,75,75,1718,A,4,0.5000,completed,greedy_upper
18297,2024-04-24,4,15:00,60,60,1799,A,4,0.5000,completed,greedy_upper
18298,2024-04-24,5,09:00,75,75,1948,B,3,0.5000,completed,greedy_upper
18299,2024-04-24,5,10:30,75,75,61,B,2,0.5000,completed,greedy_upper
18300,2024-04-24,5,12:00,45,45,1821,B,3,0.5000,completed,greedy_upper
18301,2024-04-24,5,13:00,30,30,43,B,3,0.5000,completed,greedy_upper
18302,2024-04-24,5,13:45,30,30,113,A,2,0.5000,completed,greedy_upper
18303,2024-04-24,5,14:30,60,60,138,A,2,0.5000,completed,greedy_upper
18304,2024-04-24,5,15:45,30,30,355,A,3,0.5000,completed,greedy_upper
18305,2024-04-24,5,16:30,45,45,652,A,3,0.5000,completed,greedy_upper
18306,2024-04-24,7,09:00,75,75,1020,A,5,0.5000,completed,greedy_upper
18307,2024-04-24,7,10:30,60,60,1324,A,5,0.5000,completed,greedy_upper
18308,2024-04-24,7,11:45,75,75,1498,A,4,0.5000,completed,greedy_upper
18309,2024-04-24,7,13:15,75,75,1461,A,4,0.5000,completed,greedy_upper
18310,2024-04-24,7,14:45,75,75,1136,A,4,0.5000,completed,greedy_upper
18311,2024-04-24,7,16:15,45,45,1675,A,5,0.5000,completed,greedy_upper
18312,2024-04-24,8,09:00,60,60,95,A,3,0.5000,completed,greedy_upper
18313,2024-04-24,8,10:15,45,45,763,A,3,0.5000,completed,greedy_upper
18314,2024-04-24,8,11:15,60,60,1512,A,3,0.5000,completed,greedy_upper
18315,2024-04-24,8,12:30,75,75,762,A,3,0.5000,completed,greedy_upper
18316,2024-04-24,10,09:00,30,30,560,B,4,0.5000,completed,greedy_upper
18317,2024-04-24,10,09:45,30,30,622,B,5,0.5000,completed,greedy_upper
18318,2024-04-24,10,10:30,45,45,699,B,4,0.5000,completed,greedy_upper
18319,2024-04-24,10,11:30,45,45,823,B,4,0.5000,completed,greedy_upper
18320,2024-04-24,11,09:00,45,45,1392,A,0,0.5000,completed,greedy_upper
18321,2024-04-24,11,10:00,30,30,558,A,1,0.5000,completed,greedy_upper
18322,2024-04-24,11,10:45,75,75,1200,A,0,0.5000,completed,greedy_upper
18323,2024-04-24,11,12:15,60,60,1720,A,0,0.5000,completed,greedy_upper
18324,2024-04-24,11,13:30,75,75,1074,B,1,0.5000,completed,greedy_upper
18325,2024-04-24,11,15:00,60,60,1090,B,0,0.5000,completed,greedy_upper
18326,2024-04-24,11,16:15,60,60,1156,B,1,0.5000,completed,greedy_upper
18327,2024-04-24,12,09:00,30,30,1973,B,1,0.5000,completed,greedy_upper
18328,2024-04-24,12,09:45,75,75,92,A,0,0.5000,completed,greedy_upper
18329,2024-04-24,12,11:15,60,60,113,A,0,0.5000,completed,greedy_upper
18330,2024-04-24,12,12:30,60,60,213,A,0,0.5000,completed,greedy_upper
18331,2024-04-24,12,13:45,60,60,355,A,1,0.5000,completed,greedy_upper
18332,2024-04-24,14,09:00,30,30,1409,B,2,0.5000,completed,greedy_upper
18333,2024-04-24,14,09:45,45,45,1469,B,3,0.5000,completed,greedy_upper
18334,2024-04-24,14,10:45,60,60,1479,B,2,0.5000,completed,greedy_upper
18335,2024-04-24,14,12:00,45,45,1500,B,2,0.5000,completed,greedy_upper
18336,2024-04-24,14,13:00,60,60,1502,B,3,0.5000,completed,greedy_upper
18337,2024-04-24,14,14:15,45,45,1503,B,3,0.5000,completed,greedy_upper
18338,2024-04-24,14,15:15,30,30,1524,B,3,0.5000,completed,greedy_upper
18339,2024-04-24,14,16:00,45,45,1538,B,3,0.5000,completed,greedy_upper
